"Kernel Name"	"gpu_tot_sim_insn\s*=\s*(.*)"	"gpgpu_simulation_time\s*=.*\(([0-9]+) sec\).*"	"gpu_tot_sim_cycle\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_R\]\[HIT\]\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_R\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_W\]\[HIT\]\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_W\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[HIT\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_W\]\[HIT\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_W\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[MSHR_HIT\]\s*=\s*(.*)"	"gpgpu_n_tot_w_icount\s*=\s*(.*)"	"total dram reads\s*=\s*(.*)"	"total dram writes\s*=\s*(.*)"	"kernel_launch_uid\s*=\s*(.*)"	"gpu_stall_dramfull\s*=\s*(.*)"	"gpu_stall_icnt2sh\s*=\s*(.*)"	"Stall:([0-9]+)\s*W0_Idle:[0-9]+\s*W0_Scoreboard:[0-9]+.*"	"Stall:[0-9]+\s*W0_Idle:([0-9]+)\s*W0_Scoreboard:[0-9]+.*"	"Stall:[0-9]+\s*W0_Idle:[0-9]+\s*W0_Scoreboard:([0-9]+).*"	"gpu_ipc\s*=\s*(.*)"	"gpu_occupancy\s*=\s*(.*)%"	"L2_BW\s*=\s*(.*)+GB\/Sec"	"max_icnt2mem_latency\s*=\s*(.*)"	"gpgpu_simulation_rate\s+=\s+(.*)\s+\(inst\/sec\)"	"gpgpu_simulation_rate\s+=\s+(.*)\s+\(cycle\/sec\)"	"gpgpu_silicon_slowdown\s*=\s*(.*)x"	"gpu_tot_ipc\s*=\s*(.*)"	"averagemflatency\s*=\s*(.*)"	"Kernel Name (Demangled)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_11FillFunctorIfEENS_6detail5ArrayIPcLi1EEEEEviT0_T1_--270"	2880.0	3.0	5278.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	96.0	0.0	102.0	0.0	48.0	1.0	0.0	0.0	""	""	""	0.5457	3.0417	""	24379.0	550329.0	393.0	3681933.0	1399.1868	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--753"	3456.0	3.0	5486.0	96.0	96.0	96.0	96.0	96.0	0.0	96.0	96.0	0.0	120.0	0.0	40.0	1.0	0.0	0.0	""	""	""	0.63	3.0733	""	24379.0	550318.0	393.0	3681933.0	1399.0535	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--294"	4032.0	4.0	5693.0	96.0	192.0	96.0	96.0	192.0	0.0	96.0	96.0	0.0	138.0	96.0	48.0	1.0	0.0	0.0	""	""	""	0.7082	3.0886	""	24379.0	550303.0	393.0	3681933.0	1398.9154	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::AddFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--754"	3456.0	3.0	5486.0	96.0	96.0	96.0	96.0	96.0	0.0	96.0	96.0	0.0	120.0	0.0	0.0	1.0	0.0	0.0	""	""	""	0.63	3.0733	""	24379.0	550291.0	393.0	3681933.0	1398.7821	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_19addcmul_cuda_kernelERNS_14TensorIteratorEN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfffE_NS_6detail5ArrayIPcLi4EEEEEviT0_T1_--133"	5376.0	3.0	5557.0	192.0	192.0	96.0	96.0	288.0	0.0	96.0	96.0	96.0	180.0	0.0	0.0	1.0	0.0	0.0	""	""	""	0.9674	3.08	""	24379.0	550280.0	393.0	3681933.0	1398.6473	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::addcmul_cuda_kernel(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float, float)#1}, at::detail::Array<char*, 4> >(int, at::native::addcmul_cuda_kernel(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float, float)#1}, at::detail::Array<char*, 4>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16sqrt_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE0_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_--158"	11904.0	4.0	5546.0	96.0	96.0	0.0	96.0	96.0	0.0	0.0	96.0	0.0	384.0	0.0	0.0	1.0	0.0	0.0	""	""	""	2.1464	3.08	""	24379.0	550265.0	393.0	3681933.0	1398.5127	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::sqrt_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::sqrt_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--755"	3456.0	3.0	5492.0	96.0	96.0	0.0	96.0	96.0	0.0	0.0	96.0	0.0	120.0	0.0	64.0	1.0	0.0	0.0	""	""	""	0.6293	3.0719	""	24379.0	550254.0	393.0	3681933.0	1398.3796	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_13BUnaryFunctorINS0_10AddFunctorIfEEEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--171"	3648.0	4.0	5486.0	96.0	96.0	96.0	96.0	96.0	0.0	96.0	96.0	0.0	126.0	0.0	80.0	1.0	0.0	0.0	""	""	""	0.665	3.0733	""	24379.0	550239.0	393.0	3681933.0	1398.2465	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2> >(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_19addcdiv_cuda_kernelERNS_14TensorIteratorEN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfffE_NS_6detail5ArrayIPcLi4EEEEEviT0_T1_--133"	19584.0	3.0	5958.0	288.0	288.0	96.0	96.0	288.0	0.0	96.0	96.0	0.0	672.0	0.0	0.0	1.0	0.0	0.0	""	""	""	3.287	3.0988	""	24379.0	550228.0	393.0	3681933.0	1398.1022	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::addcdiv_cuda_kernel(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float, float)#1}, at::detail::Array<char*, 4> >(int, at::native::addcdiv_cuda_kernel(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float, float)#1}, at::detail::Array<char*, 4>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--756"	3456.0	4.0	5673.0	0.0	96.0	96.0	96.0	96.0	0.0	96.0	96.0	0.0	120.0	96.0	24.0	1.0	0.0	0.0	""	""	""	0.6092	3.0877	""	24379.0	550213.0	393.0	3681933.0	1397.9646	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_11FillFunctorIfEENS_6detail5ArrayIPcLi1EEEEEviT0_T1_--271"	2880.0	3.0	5273.0	0.0	0.0	96.0	96.0	0.0	0.0	0.0	96.0	0.0	102.0	0.0	0.0	1.0	0.0	0.0	""	""	""	0.5462	3.0327	""	24379.0	550201.0	393.0	3681933.0	1397.8368	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_11FillFunctorIfEENS_6detail5ArrayIPcLi1EEEEEviT0_T1_--272"	2880.0	3.0	5278.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	96.0	0.0	102.0	0.0	0.0	1.0	0.0	0.0	""	""	""	0.5457	3.0419	""	24379.0	550190.0	393.0	3681933.0	1397.7089	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--757"	3456.0	4.0	5491.0	96.0	96.0	96.0	96.0	96.0	0.0	96.0	96.0	0.0	120.0	0.0	80.0	1.0	0.0	0.0	""	""	""	0.6294	3.0735	""	24379.0	550175.0	393.0	3681933.0	1397.5758	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--295"	4032.0	3.0	5689.0	96.0	192.0	96.0	96.0	192.0	0.0	96.0	96.0	0.0	138.0	96.0	0.0	1.0	0.0	0.0	""	""	""	0.7087	3.0886	""	24379.0	550164.0	393.0	3681933.0	1397.4379	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::AddFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--758"	3456.0	3.0	5486.0	96.0	96.0	96.0	96.0	96.0	0.0	96.0	96.0	0.0	120.0	0.0	0.0	1.0	0.0	0.0	""	""	""	0.63	3.0733	""	24379.0	550153.0	393.0	3681933.0	1397.3051	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_19addcmul_cuda_kernelERNS_14TensorIteratorEN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfffE_NS_6detail5ArrayIPcLi4EEEEEviT0_T1_--134"	5376.0	4.0	5561.0	192.0	192.0	96.0	96.0	288.0	0.0	96.0	96.0	96.0	180.0	0.0	0.0	1.0	0.0	0.0	""	""	""	0.9667	3.0801	""	24379.0	550138.0	393.0	3681933.0	1397.1704	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::addcmul_cuda_kernel(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float, float)#1}, at::detail::Array<char*, 4> >(int, at::native::addcmul_cuda_kernel(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float, float)#1}, at::detail::Array<char*, 4>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16sqrt_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE0_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_--159"	11904.0	3.0	5545.0	96.0	96.0	0.0	96.0	96.0	0.0	0.0	96.0	0.0	384.0	0.0	0.0	1.0	0.0	0.0	""	""	""	2.1468	3.0855	""	24379.0	550126.0	393.0	3681933.0	1397.0363	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::sqrt_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::sqrt_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--759"	3456.0	4.0	5492.0	96.0	96.0	0.0	96.0	96.0	0.0	0.0	96.0	0.0	120.0	0.0	24.0	1.0	0.0	0.0	""	""	""	0.6293	3.0791	""	24379.0	550111.0	393.0	3681933.0	1396.9032	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_13BUnaryFunctorINS0_10AddFunctorIfEEEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--172"	3648.0	3.0	5486.0	96.0	96.0	96.0	96.0	96.0	0.0	96.0	96.0	0.0	126.0	0.0	60.0	1.0	0.0	0.0	""	""	""	0.665	3.0733	""	24379.0	550100.0	393.0	3681933.0	1396.7705	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2> >(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_19addcdiv_cuda_kernelERNS_14TensorIteratorEN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfffE_NS_6detail5ArrayIPcLi4EEEEEviT0_T1_--134"	19584.0	4.0	5954.0	288.0	288.0	96.0	96.0	288.0	0.0	96.0	96.0	0.0	672.0	0.0	0.0	1.0	0.0	0.0	""	""	""	3.2892	3.0987	""	24379.0	550085.0	393.0	3681933.0	1396.6266	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::addcdiv_cuda_kernel(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float, float)#1}, at::detail::Array<char*, 4> >(int, at::native::addcdiv_cuda_kernel(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float, float)#1}, at::detail::Array<char*, 4>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--760"	3456.0	3.0	5672.0	0.0	96.0	96.0	96.0	96.0	0.0	96.0	96.0	0.0	120.0	96.0	32.0	1.0	0.0	0.0	""	""	""	0.6093	3.0877	""	24379.0	550074.0	393.0	3681933.0	1396.4894	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_11FillFunctorIfEENS_6detail5ArrayIPcLi1EEEEEviT0_T1_--273"	2880.0	3.0	5273.0	0.0	0.0	96.0	96.0	0.0	0.0	0.0	96.0	0.0	102.0	0.0	0.0	1.0	0.0	0.0	""	""	""	0.5462	3.0327	""	24379.0	550063.0	393.0	3681933.0	1396.3618	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_11FillFunctorIfEENS_6detail5ArrayIPcLi1EEEEEviT0_T1_--274"	2880.0	4.0	5273.0	0.0	0.0	96.0	96.0	0.0	0.0	0.0	96.0	0.0	102.0	0.0	0.0	1.0	0.0	0.0	""	""	""	0.5462	3.0327	""	24379.0	550048.0	393.0	3681933.0	1396.2343	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--761"	3456.0	3.0	5486.0	96.0	96.0	96.0	96.0	96.0	0.0	96.0	96.0	0.0	120.0	0.0	0.0	1.0	0.0	0.0	""	""	""	0.63	3.0733	""	24379.0	550037.0	393.0	3681933.0	1396.1016	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--296"	4032.0	3.0	5696.0	96.0	192.0	96.0	96.0	192.0	0.0	96.0	96.0	0.0	138.0	96.0	64.0	1.0	0.0	0.0	""	""	""	0.7079	3.0887	""	24379.0	550025.0	394.0	3672588.0	1395.9637	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::AddFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--762"	3456.0	4.0	5490.0	96.0	96.0	96.0	96.0	96.0	0.0	96.0	96.0	0.0	120.0	0.0	0.0	1.0	0.0	0.0	""	""	""	0.6295	3.0735	""	24379.0	550010.0	394.0	3672588.0	1395.8312	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_19addcmul_cuda_kernelERNS_14TensorIteratorEN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfffE_NS_6detail5ArrayIPcLi4EEEEEviT0_T1_--135"	5376.0	3.0	5557.0	192.0	192.0	96.0	96.0	288.0	0.0	96.0	96.0	96.0	180.0	0.0	0.0	1.0	0.0	0.0	""	""	""	0.9674	3.0657	""	24379.0	549999.0	394.0	3672588.0	1395.6968	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::addcmul_cuda_kernel(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float, float)#1}, at::detail::Array<char*, 4> >(int, at::native::addcmul_cuda_kernel(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float, float)#1}, at::detail::Array<char*, 4>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16sqrt_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE0_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_--160"	11904.0	4.0	5548.0	96.0	96.0	0.0	96.0	96.0	0.0	0.0	96.0	0.0	384.0	0.0	0.0	1.0	0.0	0.0	""	""	""	2.1456	3.0789	""	24379.0	549984.0	394.0	3672588.0	1395.563	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::sqrt_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::sqrt_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--763"	3456.0	3.0	5492.0	96.0	96.0	0.0	96.0	96.0	0.0	0.0	96.0	0.0	120.0	0.0	64.0	1.0	0.0	0.0	""	""	""	0.6293	3.0757	""	24379.0	549973.0	394.0	3672588.0	1395.4302	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_13BUnaryFunctorINS0_10AddFunctorIfEEEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--173"	3648.0	3.0	5486.0	96.0	96.0	96.0	96.0	96.0	0.0	96.0	96.0	0.0	126.0	0.0	32.0	1.0	0.0	0.0	""	""	""	0.665	3.0733	""	24379.0	549962.0	394.0	3672588.0	1395.2977	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2> >(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_19addcdiv_cuda_kernelERNS_14TensorIteratorEN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfffE_NS_6detail5ArrayIPcLi4EEEEEviT0_T1_--135"	19584.0	4.0	5958.0	288.0	288.0	96.0	96.0	288.0	0.0	96.0	96.0	0.0	672.0	0.0	0.0	1.0	0.0	0.0	""	""	""	3.287	3.0988	""	24379.0	549947.0	394.0	3672588.0	1395.1541	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::addcdiv_cuda_kernel(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float, float)#1}, at::detail::Array<char*, 4> >(int, at::native::addcdiv_cuda_kernel(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float, float)#1}, at::detail::Array<char*, 4>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--764"	7962624.0	70.0	26280.0	0.0	221184.0	221184.0	221184.0	221184.0	0.0	221184.0	221184.0	0.0	276480.0	221184.0	113440.0	1.0	815025.0	0.0	""	""	""	302.9918	88.4145	""	24379.0	549739.0	394.0	3672588.0	1394.6573	2312.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_11FillFunctorIfEENS_6detail5ArrayIPcLi1EEEEEviT0_T1_--275"	6635520.0	30.0	16041.0	0.0	0.0	0.0	221184.0	0.0	0.0	0.0	221184.0	0.0	235008.0	0.0	206116.0	1.0	422141.0	0.0	""	""	""	413.66	80.5033	""	24379.0	549671.0	394.0	3672588.0	1394.385	2313.0	"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_11FillFunctorIfEENS_6detail5ArrayIPcLi1EEEEEviT0_T1_--276"	6635520.0	30.0	15977.0	0.0	0.0	0.0	221184.0	0.0	0.0	0.0	221184.0	0.0	235008.0	0.0	220316.0	1.0	419568.0	0.0	""	""	""	415.317	80.142	""	24379.0	549604.0	394.0	3672588.0	1394.1144	2313.0	"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--765"	7962624.0	89.0	32702.0	0.0	221184.0	221184.0	221184.0	221184.0	0.0	221184.0	221184.0	0.0	276480.0	221184.0	237120.0	1.0	1226401.0	0.0	""	""	""	243.4904	90.4647	""	24379.0	549325.0	394.0	3672588.0	1393.4637	2314.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--297"	9289728.0	184.0	51950.0	520.0	442368.0	221184.0	221184.0	442368.0	0.0	221184.0	221184.0	0.0	317952.0	441848.0	304748.0	1.0	2231615.0	0.0	""	""	""	178.8206	89.2638	""	24379.0	548700.0	394.0	3672588.0	1392.3737	2315.0	"void at::native::vectorized_elementwise_kernel<4, at::native::AddFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--766"	7962624.0	74.0	27654.0	0.0	221184.0	221184.0	221184.0	221184.0	0.0	221184.0	221184.0	0.0	276480.0	221184.0	137100.0	1.0	907181.0	0.0	""	""	""	287.9375	88.7325	""	24379.0	548478.0	394.0	3672588.0	1391.8464	2316.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
